SAMPLE,AUTHOR,GROUP,RIVER,SITE,VEL,DEPTH,SUB,unassigned,Acroloxidae,Aeshnidae,Ameletidae,Ancylidae,Anthomyiidae,Apataniidae,Aphelocheiridae,Asellidae,Astacidae,Athericidae,Baetidae,Beraeidae,Bithyniidae,Blephariceridae,Brachycentridae,Caenidae,Calamoceratidae,Calopterygidae,Cambaridae,Ceratopogonidae,Chironomidae,Chloroperlidae,Coenagrionidae,Corbiculidae,Cordulegastridae,Corixidae,Crambidae,Culicidae,Curculionidae,Dendrocoelidae,Dixidae,Dolichopodidae,Dreissenidae,Dryopidae,Dugesiidae,Dytiscidae,Ecnomidae,Elmidae,Empididae,Enchytraeidae,Ephemerellidae,Ephemeridae,Ephydridae,Erpobdellidae,Gammaridae,Gerridae,Glossiphoniidae,Glossosomatidae,Goeridae,Gomphidae,Gyrinidae,Haemopidae,Haliplidae,Haplotaxidae,Helophoridae,Heptageniidae,Hirudinidae,Hydrachnidae,Hydraenidae,Hydridae,Hydrobiidae,Hydrochidae,Hydrometridae,Hydrophilidae,Hydropsychidae,Hydroptilidae,Ichneumonidae,Lepidostomatidae,Leptoceridae,Leptophlebiidae,Lestidae,Leuctridae,Libellulidae,Limnephilidae,Limoniidae,Lumbricidae,Lumbriculidae,Lymnaeidae,Melanopsidae,Mesoveliidae,Muscidae,Naididae,Nemouridae,Nepidae,Neritidae,Odontoceridae,Oligoneuriidae,Pediciidae,Perlidae,Perlodidae,Philopotamidae,Phryganeidae,Physidae,Piscicolidae,Planariidae,Planorbidae,Platycnemididae,Polycentropodidae,Potamanthidae,Prosopistomatidae,Psephenidae,Psychodidae,Psychomyiidae,Ptilocolepidae,Pyralidae,Rhagionidae,Rhyacophilidae,Sciomyzidae,Scirtidae,Sericostomatidae,Sialidae,Simuliidae,Siphlonuridae,Sphaeriidae,Stratiomyidae,Tabanidae,Taeniopterygidae,Thaumaleidae,Tipulidae,Tubificidae,Valvatidae,Veliidae,Viviparidae,RICHNESS,EPT,EPT_prop,EPT_abu,OCH,OCH_prop,OCH_abu,EPT_EPTOCH,ABUNDANCE,SHANNON,ASPT,LIFE,FUN_RICHNESS_ALL,FUN_DIVERSITY_ALL,FUN_RICHNESS_ECO,FUN_DIVERSITY_ECO,FUN_RICHNESS_BIO,FUN_DIVERSITY_BIO
Paco_Ebrn3Pool47,Paco,Ebrón,EBR,EBR_EBR,0.28,0.38625,Coarse,0,0,0,0,0,0,0,0,0,0,333.3333333,0,0,0,0,0,31.74603175,0,0,0,15.87301587,23.80952381,0,0,0,0,0,0,515.8730159,0,0,0,0,0,0,23.80952381,0,0,2753.968254,0,0,0,0,0,0,1436.507937,0,0,23.80952381,0,0,0,0,0,0,0,63.49206349,15.87301587,0,0,0,0,0,0,0,0,47.61904762,15.87301587,0,0,0,0,0,0,0,0,79.36507937,0,0,0,0,0,0,0,0,0,0,230.1587302,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,198.4126984,0,0,0,0,31.74603175,0,182.5396825,87.3015873,0,0,0,7.936507937,7.936507937,31.74603175,0,0,0,0,0,0,0,23,8,0.084942085,523.8095239,2,0.476190476,2936.507937,0.8,3.790120894,1.820599278,5.769230769,7.285714286,0.0341,0.5481,0.0312,0.6224,0.0108,0.4528
Paco_Ebrn3Pool72,Paco,Ebrón,EBR,EBR_EBR,0.42,0.342222222,Coarse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.1111111,0,0,0,0,1777.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68253968,0,0,373.015873,111.1111111,0,31.74603175,0,0,0,753.968254,0,47.61904762,15.87301587,0,0,0,0,0,0,0,31.74603175,0,0,0,0,95.23809524,0,0,0,198.4126984,0,0,0,0,0,0,0,0,0,0,285.7142857,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.1111111,0,0,0,0,7.936507937,0,15.87301587,0,0,7.936507937,0,39.68253968,15.87301587,0,0,0,7.936507937,0,0,0,0,21,6,0.096711799,396.8253968,2,0.094777563,388.8888889,0.75,3.613225829,1.951501611,5,7.1875,0.0191,0.5059,0.0186,0.5882,0.0036,0.4304
Paco_Ebrn3Rapid73,Paco,Ebrón,EBR,EBR_EBR,0.57,0.27,Coarse,0,0,0,0,0,0,0,0,0,0,47.61904762,23.80952381,0,0,0,0,7.936507937,0,0,0,7.936507937,2325.396825,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,2087.301587,55.55555556,0,619.047619,0,0,0,2174.603175,0,47.61904762,23.80952381,0,0,0,0,0,0,0,7.936507937,0,0,0,0,23.80952381,0,0,0,650.7936508,87.3015873,0,0,7.936507937,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.4761905,23.80952381,0,0,0,31.74603175,0,95.23809524,0,0,126.984127,0,7.936507937,984.1269841,0,0,0,0,0,0,0,0,25,10,0.153278689,1484.126984,2,0.225409836,2182.539682,0.833333333,3.986034137,2.025687195,5.555555556,7.833333333,0.0233,0.5491,0.0272,0.6313,0.0069,0.4754
Paco_Ebrn3Riffle46,Paco,Ebrón,EBR,EBR_EBR,0.55,0.298333333,Medium,0,0,0,0,0,0,0,0,0,0,95.23809524,0,0,0,0,0,0,15.87301587,0,0,0,23.80952381,0,0,0,0,0,0,634.9206349,0,0,0,0,0,0,0,0,7.936507937,849.2063492,0,0,0,0,0,0,642.8571429,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,23.80952381,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,23.80952381,0,0,15.87301587,0,0,0,0,0,39.68253968,0,0,0,0,0,0,0,16,7,0.045016077,111.1111111,1,0.344051447,849.2063492,0.875,3.39256576,1.65440863,6.375,8.5,0.0027,0.6598,0.0033,0.7243,0.0030,0.5347
Paco_Ebrn4Pool18,Paco,Ebrón,EBR,EBR_EBR,0.43,0.29,Coarse,0,0,0,0,7.936507937,0,0,0,0,0,0,23.80952381,47.61904762,388.8888889,0,0,47.61904762,0,0,0,0,238.0952381,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68253968,0,0,753.968254,126.984127,0,15.87301587,0,0,7.936507937,476.1904762,0,0,31.74603175,0,0,0,0,0,0,0,39.68253968,0,0,0,0,0,0,0,0,23.80952381,0,15.87301587,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,0,7.936507937,0,0,0,0,7.936507937,0,7.936507937,0,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,23,10,0.11,261.9047619,1,0.316666667,753.968254,0.909090909,3.376933075,2.119331919,5.9375,7.705882353,0.0164,0.5498,0.0325,0.6205,0.0022,0.4917
Paco_Ebrn4Pool49,Paco,Ebrón,EBR,EBR_EBR,0.03,0.433333333,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2857143,0,0,0,0,0,0,7.936507937,0,0,571.4285714,0,0,0,0,0,0,174.6031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,119.047619,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,7.936507937,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0.138888889,158.7301587,2,0.506944444,579.3650793,0.666666667,3.058371788,1.436291912,7.333333333,8,0.0005,0.5824,0.0000,0.6117,0.0001,0.5169
Paco_Ebrn4Pool75,Paco,Ebrón,EBR,EBR_EBR,0.04,0.27,Coarse,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,214.2857143,0,0,0,0,134.9206349,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,7.936507937,0,0,2190.47619,31.74603175,0,7.936507937,0,0,0,373.015873,0,0,0,0,0,0,0,0,0,0,174.6031746,0,0,0,0,7.936507937,0,0,0,15.87301587,0,0,0,0,0,0,7.936507937,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.6031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0.177011494,611.1111111,2,0.648275862,2238.095238,0.777777778,3.538244489,1.396806845,6,7.916666667,0.0017,0.3673,0.0037,0.4431,0.0004,0.2970
Paco_Ebrn4Riffle17,Paco,Ebrón,EBR,EBR_EBR,0.86,0.19,Medium,7.936507937,0,0,0,7.936507937,0,0,0,0,0,0,206.3492063,0,373.015873,0,0,31.74603175,0,0,0,0,1007.936508,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,7.936507937,1214.285714,95.23809524,0,47.61904762,0,0,0,1111.111111,0,0,0,0,7.936507937,0,0,0,31.74603175,0,39.68253968,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,7.936507937,15.87301587,39.68253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68253968,0,0,365.0793651,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,21,8,0.162162162,761.9047619,2,0.260135135,1222.222222,0.8,3.672043586,1.991017719,6,8.2,0.0073,0.5176,0.0149,0.5955,0.0012,0.4627
Paco_Ebrn4Riffle48,Paco,Ebrón,EBR,EBR_EBR,0.1,0.07,Medium,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,150.7936508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,412.6984127,0,0,0,0,0,0,230.1587302,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,126.984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.984127,0,0,0,0,7.936507937,0,0,0,39.68253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0.154362416,182.5396826,1,0.348993289,412.6984127,0.8,3.073182824,1.811962125,5.428571429,7.75,0.0006,0.5789,0.0006,0.6497,0.0000,0.4975
Paco_Ebrn4Riffle74,Paco,Ebrón,EBR,EBR_EBR,0.13,0.096666667,Medium,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,23.80952381,0,0,142.8571429,0,7.936507937,0,0,523.8095238,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,944.4444444,15.87301587,0,0,0,0,0,333.3333333,0,15.87301587,166.6666667,0,7.936507937,0,0,0,0,0,0,0,0,0,0,87.3015873,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,523.8095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,39.68253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,15.87301587,0,0,0,0,19,3,0.120218579,349.2063493,4,0.333333333,968.2539682,0.428571429,3.463260026,1.968566386,4.928571429,6.466666667,0.0084,0.5361,0.0092,0.6320,0.0012,0.4436
Paco_Palancia1Pool19,Paco,Palancia,PAL,PAL_PAL,0.36,0.62,Coarse,0,0,7.936507937,0,0,0,0,0,0,0,0,230.1587302,0,0,0,0,7.936507937,0,15.87301587,0,7.936507937,214.2857143,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,7.936507937,0,39.68253968,0,0,0,87.3015873,0,0,7.936507937,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9206349,55.55555556,0,0,0,0,0,87.3015873,0,0,31.74603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68253968,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,20,8,0.531468531,603.1746032,5,0.076923077,87.3015873,0.615384615,3.055347989,2.45916537,6.785714286,8.142857143,0.0042,0.5246,0.0037,0.5962,0.0047,0.4937
Paco_Palancia1Pool50,Paco,Palancia,PAL,PAL_PAL,0.07,0.592222222,Coarse,0,0,0,0,0,0,0,0,0,0,15.87301587,214.2857143,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,7.936507937,0,0,0,0,0,0,0,0,23.80952381,0,0,0,87.3015873,15.87301587,0,166.6666667,0,0,0,134.9206349,0,0,7.936507937,0,31.74603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,23.80952381,0,0,650.7936508,0,0,0,0,0,0,0,0,16,4,0.271276596,404.7619048,5,0.111702128,166.6666667,0.444444444,3.174078276,1.920408685,5.5,8.3,0.0016,0.5416,0.0023,0.6001,0.0009,0.4814
Paco_Palancia1Pool76,Paco,Palancia,PAL,PAL_PAL,0.09,0.5,Coarse,63.49206349,0,7.936507937,0,0,0,0,0,0,0,0,23.80952381,0,7.936507937,0,0,0,0,47.61904762,0,0,666.6666667,0,0,0,142.8571429,0,0,0,0,0,31.74603175,0,0,0,23.80952381,0,0,357.1428571,39.68253968,0,15.87301587,0,0,0,277.7777778,0,0,0,0,39.68253968,0,0,0,0,0,0,0,0,0,0,39.68253968,0,0,0,0,15.87301587,0,0,0,253.968254,0,15.87301587,0,0,0,23.80952381,0,222.2222222,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,166.6666667,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,7.936507937,0,0,41.66666667,0,0,0,0,0,0,0,0,24,7,0.201117318,500.0000001,5,0.239425379,595.2380952,0.583333333,3.395695188,2.390953909,6.333333333,7.5,0.0177,0.5788,0.0232,0.6715,0.0058,0.4920
Paco_Palancia2Pool21,Paco,Palancia,PAL,PAL_PAL,0.25,0.79,Coarse,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,23.80952381,0,0,0,0,111.1111111,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,63.49206349,0,0,7.936507937,0,0,0,63.49206349,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,15.87301587,0,0,0,0,0,31.74603175,0,0,23.80952381,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,15,7,0.296296296,126.984127,2,0.166666667,71.42857143,0.777777778,2.633035388,2.325846298,5.916666667,7.727272727,0.0014,0.5520,0.0018,0.6490,0.0003,0.4710
Paco_Palancia2Pool52,Paco,Palancia,PAL,PAL_PAL,0.05,0.688,Coarse,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,7.936507937,0,15.87301587,0,0,261.9047619,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,63.49206349,0,0,31.74603175,7.936507937,0,0,39.68253968,0,0,7.936507937,0,7.936507937,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,18,9,0.176470588,95.23809525,6,0.220588235,119.047619,0.6,2.732942345,1.988903669,6.411764706,7.466666667,0.0036,0.4950,0.0045,0.5518,0.0025,0.4497
Paco_Palancia2Pool78,Paco,Palancia,PAL,PAL_PAL,0.06,0.721111111,Coarse,111.1111111,0,0,0,0,0,0,0,0,0,7.936507937,682.5396825,0,87.3015873,0,0,7.936507937,0,158.7301587,0,7.936507937,3650.793651,0,0,0,39.68253968,0,0,0,0,0,0,0,0,0,111.1111111,0,0,142.8571429,23.80952381,0,7.936507937,0,0,0,31.74603175,7.936507937,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,317.4603175,0,0,0,0,31.74603175,0,0,39.68253968,7.936507937,0,15.87301587,0,0,0,103.1746032,0,87.3015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,79.36507937,7.936507937,0,0,0,0,0,0,0,0,25,8,0.141258741,801.5873015,4,0.062937063,357.1428572,0.666666667,3.754012023,1.480153697,6.157894737,6.894736842,0.0255,0.3426,0.0450,0.3812,0.0043,0.3281
Paco_Palancia2Riffle20,Paco,Palancia,PAL,PAL_PAL,0.56,0.35,Medium,0,0,7.936507937,0,0,0,0,0,0,0,0,103.1746032,0,0,0,0,7.936507937,0,0,0,31.74603175,785.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,523.8095238,71.42857143,0,325.3968254,0,0,0,833.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.968254,0,0,0,0,0,0,650.7936508,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.2222222,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74603175,0,0,0,0,0,0,0,0,0,0,0,16,6,0.346938776,1349.206349,2,0.136734694,531.7460317,0.75,3.589937196,2.101715233,5.769230769,8.083333333,0.0012,0.5459,0.0015,0.6449,0.0003,0.4597
Paco_Palancia2Riffle51,Paco,Palancia,PAL,PAL_PAL,0.16,0.203333333,Medium,0,0,47.61904762,0,0,0,0,0,0,0,0,238.0952381,0,0,0,0,71.42857143,0,15.87301587,0,0,2714.285714,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,63.49206349,0,0,1507.936508,0,0,476.1904762,0,0,0,317.4603175,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,325.3968254,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,214.2857143,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,293.6507937,0,0,777.7777778,0,0,0,0,0,0,0,0,19,7,0.19269103,1380.952381,6,0.222591362,1595.238095,0.538461538,3.8553778,1.96135905,6.5,7.5625,0.0034,0.4910,0.0029,0.5570,0.0030,0.4471
Paco_Palancia2Riffle77,Paco,Palancia,PAL,PAL_PAL,0.11,0.411666667,Medium,0,0,7.936507937,0,0,15.87301587,0,0,0,0,0,285.7142857,0,1230.15873,0,0,55.55555556,0,39.68253968,0,0,3373.015873,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,166.6666667,0,0,8055.555556,166.6666667,0,341.2698413,0,0,0,2865.079365,0,0,95.23809524,0,23.80952381,15.87301587,0,0,0,0,0,0,0,0,0,492.0634921,0,0,0,95.23809524,79.36507937,0,0,0,468.2539683,0,15.87301587,0,0,0,47.61904762,0,119.047619,0,0,0,0,39.68253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2857143,7.936507937,0,0,420.6349206,7.936507937,0,0,0,0,0,103.1746032,0,0,0,0,0,817.4603175,0,0,0,0,0,0,0,0,30,12,0.08672852,1706.349206,7,0.419524002,8253.968254,0.631578947,4.293928055,2.005750735,6.347826087,6.958333333,0.0357,0.5079,0.0395,0.5652,0.0205,0.4693
Paco_Palancia3Pool23,Paco,Palancia,PAL,PAL_PAL,0.37,0.57,Coarse,0,0,0,0,0,0,0,0,0,0,0,579.3650794,0,0,0,0,39.68253968,0,0,0,0,2142.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9206349,0,0,317.4603175,23.80952381,0,182.5396825,0,0,0,539.6825397,0,0,7.936507937,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,87.3015873,103.1746032,0,0,0,0,0,230.1587302,0,0,126.984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,7.936507937,0,0,0,0,0,0,0,23.80952381,0,0,0,0,7.936507937,0,0,126.984127,7.936507937,0,0,0,0,0,0,0,20,11,0.28,1333.333333,1,0.066666667,317.4603175,0.916666667,3.677871898,1.973061274,6.714285714,8,0.0032,0.4503,0.0031,0.5222,0.0011,0.4095
Paco_Palancia3Pool54,Paco,Palancia,PAL,PAL_PAL,0.07,0.495555556,Coarse,0,0,0,0,0,7.936507937,0,0,0,0,63.49206349,0,0,0,0,0,31.74603175,0,0,0,31.74603175,8865.079365,0,0,0,0,0,0,0,0,0,0,0,0,0,396.8253968,0,0,1055.555556,23.80952381,0,79.36507937,0,0,0,349.2063492,0,0,0,0,7.936507937,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,23.80952381,119.047619,0,0,0,0,0,71.42857143,0,0,39.68253968,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,15.87301587,0,0,0,87.3015873,0,0,0,0,0,0,0,0,0,0,0,0,690.4761905,0,0,0,0,0,0,0,0,21,7,0.029139073,349.2063492,3,0.089403974,1071.428572,0.7,4.07864264,1.098566743,6.153846154,7.416666667,0.0102,0.2947,0.0106,0.3352,0.0039,0.2606
Paco_Palancia3Pool80,Paco,Palancia,PAL,PAL_PAL,0.1,0.444444444,Coarse,52.77777778,0,0,0,0,0,0,0,0,0,10.55555556,52.85714286,0,0,0,0,84.6031746,0,0,0,0,5066.666667,0,42.22222222,0,0,0,0,0,0,0,10.55555556,0,0,0,1131.349206,21.11111111,0,1469.761905,264.1269841,0,433.5714286,0,0,0,1946.269841,0,0,0,0,31.74603175,0,0,200.5555556,0,0,0,0,0,0,0,4310.396825,0,0,0,158.7301587,63.41269841,0,31.66666667,10.55555556,179.7619048,0,52.77777778,0,0,0,63.49206349,0,147.7777778,0,0,0,0,0,10.55555556,0,95.23809524,0,0,0,349.2063492,0,0,0,0,0,0,0,52.85714286,0,0,0,10.55555556,95.23809524,0,0,0,0,0,0,0,0,63.49206349,0,10.55555556,497.2222222,0,0,0,0,0,0,0,0,32,13,0.097850946,1660.476191,5,0.104655894,1775.952381,0.722222222,4.229693216,2.152745338,6.307692308,7.2,0.0680,0.5928,0.0883,0.6320,0.0159,0.5550
Paco_Palancia3Riffle22,Paco,Palancia,PAL,PAL_PAL,0.47,0.46,Coarse,0,0,0,0,0,7.936507937,0,0,0,0,0,484.1269841,0,0,0,0,23.80952381,0,0,0,0,8761.904762,0,0,0,0,0,0,0,0,0,0,0,0,0,39.68253968,0,0,753.968254,39.68253968,0,222.2222222,0,0,0,1484.126984,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,150.7936508,63.49206349,0,0,0,0,0,0,0,0,31.74603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87301587,0,0,0,0,7.936507937,0,0,0,31.74603175,0,15.87301587,0,0,0,0,0,15.87301587,0,0,0,0,0,0,0,0,18,9,0.084093872,1023.809524,2,0.063233377,769.8412699,0.818181818,4.085490485,1.076959052,6.307692308,8,0.0019,0.2857,0.0015,0.3281,0.0009,0.2587
Paco_Palancia3Riffle53,Paco,Palancia,PAL,PAL_PAL,0.1,0.373333333,Medium,0,0,7.936507937,0,0,7.936507937,0,0,0,0,47.61904762,7.936507937,0,0,0,0,7.936507937,0,0,0,126.984127,19158.73016,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74603175,0,31.74603175,3880.952381,246.031746,0,301.5873016,0,0,0,849.2063492,0,0,0,0,39.68253968,7.936507937,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,111.1111111,111.1111111,0,0,7.936507937,0,0,182.5396825,0,0,23.80952381,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,31.74603175,0,0,0,126.984127,0,0,7.936507937,0,0,0,87.3015873,0,0,0,0,23.80952381,0,15.87301587,0,0,71.42857143,0,0,2039.68254,0,0,0,0,0,0,0,0,30,12,0.030181087,833.3333333,5,0.143144582,3952.380952,0.705882353,4.441099612,1.162292118,6.238095238,7.523809524,0.0221,0.3252,0.0211,0.3636,0.0189,0.2980
Paco_Palancia3Riffle79,Paco,Palancia,PAL,PAL_PAL,0.16,0.308888889,Coarse,158.7301587,0,0,0,0,0,0,0,0,0,15.87301587,15.87301587,0,1587.301587,0,0,79.36507937,0,0,0,0,3888.888889,0,0,0,31.74603175,0,0,0,0,0,0,0,0,0,238.0952381,0,0,1793.650794,317.4603175,0,333.3333333,0,0,0,857.1428571,15.87301587,15.87301587,111.1111111,0,23.80952381,0,0,0,0,0,0,0,0,0,0,1492.063492,0,0,0,126.984127,111.1111111,0,0,0,31.74603175,0,492.0634921,0,0,0,174.6031746,0,269.8412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,15.87301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61904762,190.4761905,0,0,0,0,0,0,0,0,26,9,0.106889891,1317.460317,3,0.151320026,1865.079365,0.75,4.090836145,2.247614153,5.55,6.904761905,0.0300,0.5682,0.0450,0.6001,0.0046,0.5590
Paco_Palancia4Pool25,Paco,Palancia,PAL,PAL_PAL,0.35,0.7,Coarse,0,0,0,0,0,0,0,0,0,0,23.80952381,23.80952381,0,0,0,0,95.23809524,0,0,0,15.87301587,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,492.0634921,31.74603175,0,103.1746032,0,0,0,79.36507937,0,0,0,0,31.74603175,0,0,7.936507937,7.936507937,0,0,0,0,0,0,0,0,0,0,31.74603175,285.7142857,0,0,0,0,0,222.2222222,0,0,31.74603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74603175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.2698413,0,0,0,0,0,0,0,0,19,7,0.059171598,793.6507937,3,0.03964497,531.7460318,0.7,4.127548538,0.732974943,5.846153846,7.583333333,0.0073,0.1627,0.0090,0.1838,0.0033,0.1518
Paco_Palancia4Pool56,Paco,Palancia,PAL,PAL_PAL,0.08,0.532222222,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,182.5396825,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,7.936507937,0,0,15.87301587,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,9,3,0.125,31.74603174,2,0.09375,23.80952381,0.6,2.40648611,1.168777736,6.714285714,7.142857143,0.0000,0.3323,0.0000,0.3830,0.0000,0.2788
